id,title,release_date,overview,vote_average,vote_count,popularity,original_language
278864,Jungle Heat,1985-05-25,"Towards the end of the Vietnam war, the US is running low on drivers for their supplies so they bring in a new lot of recruits and have to train them to survive in the dangers of wartorn Vietnam. The recruits are trained briefly by an American officer but are quickly handed off to their South Vietnamese officers and are made to go out into the dangers of Vietnam without getting the protection they need by the Americans who are more concerned with withdrawing their own troops instead of protecting the South Vietnamese",3.5,11,0.3589,en
103425,The World According to Sesame Street,2006-05-21,"A documentary which examines the creation and co-production of the popular children's television program in three developing countries: Bangladesh, Kosovo and South Africa.",8.0,4,0.0289,en
293276,Gunpoint,1972-01-01,"Semi-documentary exposé of scandalous hunting practices in the Sologne, a wooded area south of Orléans where he shared a house at the time. The film, part tribute to Jean Renoir's The Rules of the Game (1939) and its celebrated hunting scene, is notable for its cinematography by Polish director Walerian Borowczyk.",6.0,1,0.0723,en
238689,The Phantom City,1928-12-27,A weird letter tells our heroes to go to a ghost town which has an abandoned mine. There they contend with bad guys looking for hidden gold. They are aided by a mysterious Phantom.,5.0,3,0.0239,en
54956,Boleiros 2 - Vencedores e Vencidos,2006-01-01,A public appearance from international soccer player Marquinhos at Aurelio's bar launches a series of vignettes which spotlight Brazil's obsession with the round ball game,6.4,5,0.1237,pt
381989,Mixed Babies,1908-06-12,,3.7,3,0.1356,en
79826,Faces Of Gore 2,2000-05-25,"Join our fiendish host, Dr. Vincent Van Gore, as he leads you into the forbidden world of the dead. Only the nastiest car accidents, suicides and murders are here; faithfully and explicitly documented through actual crime scene investigations by police and emergency response teams from around the world. Everything you see is real; nothing has been faked. There are no boring autopsies or old World War II footage. Only the best and bloodiest corpses killed within the past 10 years are good enough to become the FACES OF GORE! If you cannot handle smashed brains, bug-eyed corpses and char-boiled fetuses, then DO NOT WATCH THIS DVD! Nothing you have ever seen before can prepare you for this breakthrough new horror film by TODD TJERSLAND, the Visionary Overlord of American Horror!",5.0,2,0.0143,en
698714,Love Chain,2018-02-28,A man without a wife goes to a cafe with his daughter and meets a young woman who was coldly abandoned in a cafe by a young man. Thus begins a convoluted tangle of love.,4.0,1,0.9183,ko
230019,The Lady Who Dared,1931-05-29,A blackmailer falls in love with his female victim.,5.0,1,0.1128,en
380171,David Gilmour: Wider Horizons,2015-11-14,"After a break of nine years, David Gilmour steps back into the spotlight with a number one album and world tour. This film is an intimate portrait of one of the greatest guitarists and singers of all time, exploring his past and present.  With unprecedented access, the film crew have captured and detailed key moments in David Gilmour's personal and professional life that have shaped him both as a person and a musician.",8.3,5,0.1787,en
588654,Tracks,2018-10-04,"Chris and Lucy are cut adrift in their thirties struggling to remember what initially attracted them to one another and wondering where do they go from here. Cue an impulsive decision to spend a fortnight interrailing around Europe's most romantic destinations, in the hope that this might save their seemingly doomed relationship.",2.0,3,0.2845,en
371986,Samad Becomes an Artist,1974-03-21,Persian (Iranian) Movie,8.0,1,0.0388,fa
292299,Mob Story,1989-11-24,"On the run from a U.S. Senate investigation, New York mob boss Don Luciano (John Vernon) flees to his Canadian hometown and old flame Dolores (Margot Kidder) in this kooky, disorganized crime caper. Luciano soon discovers his long-lost son and tries to teach him the tricks of the trade. Meanwhile, Luciano's bumbling right-hand man (Albert S. Waxman) -- who'd like to become the boss himself -- has put a contract on Luciano.",1.0,1,0.277,en
236933,Bugs Bunny Nips the Nips,1944-04-21,Bugs fights stereotyped Japanese during World War II.,5.2,17,0.2415,en
325590,Bana Old and Wise'ı Çal,1998-01-01,"A man named Onur, connects to a Radio programme presented by Oguz and requests the song Old and Wise from The Alan Parsons Project. A day later Eda, for whom Onur requested the song, calls in to tell it was a special song for Eda and Oğuz but there is something myterious going on...",7.0,3,0.0515,en
214594,Lethal Games,1991-11-07,"A criminal mob hires a gang of thugs to subdue a small urban community, but the community decides to fight back.",2.0,2,0.3148,en
38556,Tough Enough,1983-04-14,"An aspiring country singer, whose money is disappearing faster than his career opportunities, enters a ""Tough Man"" amateur boxing contest to earn some cash to pay his bills. Amazingly enough, he wins it, and is picked to go onto the national finals. He's torn between his first love, music, and the glitz, glamor and money of the ""Tough Man"" world.",5.1,8,0.3525,en
109212,Passport to Suez,1943-08-19,"The Lone Wolf goes undercover in Egypt to foil a Nazi plot to bomb and disable the Suez canal, which is vital to England's war effort.",5.7,6,0.2015,en
469074,"Kami usagi rope: tsuka, natsuyasumi lasuichitte majissuka!?",2012-05-12,,6.0,1,0.1901,ja
288424,Shock Value,2014-08-01,Struggling 'B' movie Director blackmails a serial killer to be the star of his next film.,5.4,17,0.2417,en
339211,Ian Fleming: Where Bond Began,2008-10-19,Ian Fleming: Where Bond Began,7.0,1,0.1283,en
81709,Heaven Can Help,1984-05-05,"Mak is an optimist. He is driven to despair after a series of depressing events and got himself into a car accident. As he passed out, his spirit went to hell where the devils told him that he will die after the deaths of the Millionaire Wong, Ms Pao and Mr. Shek. At the same, a big bag is thrown at him from a passing car. In it is the dead body of Millionaire Wong. Mak turns to Shek's sister for help...",9.0,1,0.2327,cn
633542,A Little Taste,2019-10-04,"In a forest clearing, as she runs away from an invisible menace, a little girl meets a strange-looking child.",6.125,4,0.1116,pt
749008,"Alkeste - Die Bedeutung, Protektion zu haben",1970-04-07,"Adi (Admitos) is under the protection of Apollo, the son of a man with money and relationships. The two are in jail, suspected of murder, but without evidence. So they are released. Adi loves Claudia (Alkeste), the domestic partner of his arch enemy, who finds death in a - metaphysical - duel. The power of Apollo is with Adi, who subsequently even finds out how to overcome death, after the apocalypse.",6.0,1,0.0729,de
270724,The Breakup Guru,2014-06-27,"One is a bum, one gets by selling self-help DVDs: Mei Yuan Gui is a guy who survives by leeching off his girlfriends; Ye Xiao Chun is a girl who sells DVDs for a living. Two people in the bottom rungs of society meet by accident one day when the guy saves the girl, and so begins the most hilarious, silly and touching love story.",4.0,25,1.2494,zh
438279,The Clutch of Power,1977-12-29,"A rogue swordsman known as ""Soul of the Sword"" kills the father of a young Kung Fu expert, who teams up with a Drunken Monk to put an end to Soul of the Sword’s reign of terror, and thwart the Mongol invasion.",6.0,1,0.1694,zh
830435,Science and the Swastika,,"When the Nazis came to power, Jewish scientists were dismissed in favor of so-called ""Aryan"" scientists. Many were enthusiastic about their new status as influencers of government policy and relished their mission of perfecting the German race. What followed was an elaborate, ruthless campaign of ""racial hygiene""--That very nearly succeeded.",6.0,1,0.0453,en
546212,Maggie,2017-09-28,"A step-mother struggles to connect with her new daughter who is full of ""eccentricities.""",7.0,1,0.1329,en
38001,Ghosts,2006-10-25,"When a young girl, Ai Qin, pays $25,000 to be smuggled into the UK in order to support her family back in China, she becomes another one of 3 million migrant workers that have become the bedrock of our economy. Forced to live with eleven other Chinese people in a two bedroom house, they work in factories preparing food for British supermarkets. Risking their lives for pennies these unprotected workers end up cockling in Morcombe Bay at night.",6.5,14,0.3468,en
936771,Breath,2015-01-05,"A young man breathes in and out deeply. Twenty-six floors, as deep as the sea, he plunges through normally. He is in an elevator and goes up and down with one breath before he can finally breathe again.",1.0,1,0.0495,de
165140,Jîn,2013-02-09,"A bitter conflict has raged between guerrillas and the army in Turkey's Kurdish regions for over 30 years. Large expanses have now become war zones. Countless young people have lost their lives to the conflict. This dangerous but incredibly beautiful mountainous country is home to 17-year-old Jîn. But she is no longer safe since she secretly stole away from a group of rebels with whom she was fighting. Now she wanders the picturesque landscape alone, caught between two fronts. All of a sudden, the sound of gunfire and explosions rend the air above the untouched natural scenery. Attack is threatened from all sides. Desperate to find peace, Jîn decides to escape to another part of the country – an impossible plan, since the military is omnipresent and there are road blocks everywhere. As a Kurd without identity papers she risks arrest at every turn. In addition, as a woman with no family to shield her, many men will see her as fair game. But her courage is unbroken.",6.5,22,0.1701,tr
